stop_words_removed_qns,tag1
once time old man wife live great blue sea one day old man went fishing catch real live gold fish the fish say oh ye old fisherman Pray set free ocean I grant n gift gift wish then fish give old man list gift price some gift list name distinct price however can not gift name price also gift distinct name price the old man ask n name item list if fishs list p occurrence give old man can not ask item p timesthe old man know ask s gift fish randomly ie uniformly possible choice choose s gift distinct price list the old man want greedy wife choose n name way n gift maximum price besides is not bright fisherman way choose uniformlyThe old man wonder probability n expensive gift as old man is not good probability theory ask help,dynamic programming
Alice Bob do not play game anymore now study property sort graph Alice invent follow task take complete undirected graph n vertex choose m edge keep Bob get remain edgesalice Bob fond triangle graph cycle length 3 that s wonder total number triangle graph form Alice Bobs edge correspondingly,dynamic programming
Berland n city connect bidirectional road for road know asphalt notthe King Berland Valera II want asphalt road Berland gather group worker every day Valera choose exactly city order crew asphalt road come city the valiant crew fulfil Kings order day worker go homeunfortunately great Valera II like the main group gastarbeiter illegal immigrant enthusiastic exactly good understanding order Berlandian therefore having receive order asphalt road come city group asphalt nonasphalte road come city vice versa take asphalt road itupon learn progress Valera II upset late change ask program determine way asphalt berlandian road n day help king,greedy
the court wizard Zigzag want famous mathematician for need theorem like cauchy theorem sum like Minkowski sum but want sequence like Fibonacci sequence function like Eulers totient functionthe Zigags sequence zigzag factor z infinite sequence Siz i1z2 determine follow Siz2 operation mean take remainder dividing number x number y for example begin sequence Si3 zigzag factor 3 look follow 1 2 3 2 1 2 3 2 1let assume give array consist n integer Lets define element number 1 in array ai the Zigzag function function lrz satisfy inequality 1lrn z2to well acquaint Zigzag sequence Zigzag function wizard offer implement follow operation give array the assignment operation the operation parameter pv the operation denote assign value v pth array element after operation apply value array element ap equal v the Zigzag operation the operation parameter lrz the operation denote calculate Zigzag function Zlrz explore magical power zigzag implement describe operation,greedy
Little Vasya like paint fractal muchhe like First boy cut 22cell square square paper then paint cell black the boy call cut square fractal pattern then take clean square sheet paper paint fractal follow algorithm he divide sheet identical square a paint black accord fractal pattern each square remain white split 4 less white square paint accord fractal pattern each square remain black split 4 less black square in follow step step 2 repeat to draw fractal boy arbitrary positive number step algorithm but need step in word step 2 algorithm the result picture square paint cell fractal the figure show draw fractal boy step algorithm one evening Vasya get tired do not paint fractal take sheet paper paint nmcell field then Vasya paint cell black now wonder square field fractal obtain describe equal square Square consider equal fractal consist elementary divide cell elementary cell square correspond elementary cell fractal color,greedy
valera Horse go party friend he follow fashion trend know popular wear horseshoe different color Valera get horseshoe leave year maybe color in case need store buy horseshoe lose face stylish comradesfortunately store sell horseshoe color sun Valera money buy however order save money like spend little money possible need help Valera determine minimum number horseshoe need buy wear horseshoe different color party,brute force
once team train Vasya Petya Sasha get problem implement linear search arrayaccording boy linear search work follow the array element preselecte order turn compare number need find once find array element equal require search end the efficiency algorithm number perform comparison the few comparison linear search effective isVasya believe linear search work well sequentially iterate element start 1st problem consider element array index 1 n end nth and Petya say Vasya wrong search need comparison sequentially iterate element start nth end 1st Sasha argue approach equivalentto finally begin task teammate decide settle debate compare approach example for take array permutation integer 1 n generate m query form find element value bi array they want calculate approach comparison total linear search need respond query if search need few comparison winner dispute Vasya if second winner Petya if approach number comparison Sashas get upper handbut problem linear search slow that s boy are not go find right end training come help determine win dispute,brute force
trouble come overseas land threeheade dragon Gorynych arrive the dragon settle point C begin terrorize resident surround villagesA brave hero decide end dragon he move point a fight Gorynych the hero ride point a straight road meet point b way the hero know land pair road true parallel lie straight line perpendicular he know point b c connect road so hero turn 90 degree leave continue ride straight ahead turn 90 degree right but forgot point C locatedfortunately Brave Falcon fly right it point sky the hero ask way dragons lairIf get falcon Help hero tell point C turn leave straight turn rightAt moment hero believe stand point b turn point a,greedy
there 60 year leave till 900th birthday anniversary famous italian mathematician Leonardo Fibonacci of course important anniversary need preparationsDima sure it ll great learn solve follow problem Big Day you re give set a consist number l l1 l2 r let consider kelement subset subset let find large common divisor Fibonacci number index determine subset element among find common divisor Dima interested large onedima ask remind Fibonacci number element numeric sequence F11 F21 FnFn1Fn2 n3Dima half century ahead solve give task hour Count residue dividing seek large common divisor m,greedy
there n pile stone size a1a2an lie table youdure pile add as add pile pile j size pile j increase current size pile pile stop exist the cost add operation equal size add pileYour task determine minimum cost gather stone pile to add challenge stone pile build conspiracy decide pile let add k time add pile Moreover pile decide puzzle completely tell q variant necessarily distinct k equal your task find minimum cost q variant,dynamic programming
an expedition group fly planet ACM1 Earth order study bipedal specie representative do not antennas headsthe fly saucer brave pioneer set consist section these section connect chain 1st section adjacent 2nd 2nd 1st 3rd one 3rd 2nd the transition possible adjacent sectionsthe spacecraft team consist n alien each give rank integer 1 n the rank astronaut distinct the rule establish Saucer state alien section section b senior rank alien segment b segment b course require adjacent any alien require exactly 1 minute besides safety regulation require alien move minute shipAlien a senior rank alien b number indicate rank a corresponding number bat moment saucer team 3rd segment they need 1st segment one member crew alien identification number CFR140 decide calculate minimum time minute need perform taskhelp cfr140 figure minimum time minute astronaut need 3rd segment 1st since number large count modulo m,dynamic programming
consider follow equation sign represent integer number alet find integer z z0 equation unsolvable positive integer the phrase unsolvable positive integer mean positive integer x y xy0 give equation holdslet write z increase order z1z2z3 zizi1 your task give number n find number zn,dynamic programming
number kbonacci k integer k1 generalization Fibonacci number determine follow Fkn0 integer n 1nk Fkk1 fknfkn1fkn2fknk integer n nk Note determine kbonacci number Fkn integer value n kYouve get number s represent sum distinct kbonacci number,greedy
a dice cube face contain distinct integer 1 6 black point the sum number opposite dice face equal 7 please note dice dice mirror satisfy give constraint show picture leave Alice Bob play dice Alice build tower n dice we know tower adjacent dice contact face distinct number Bob wants uniquely identify number write face dice tower build unfortunately Bob look tower face number face Bob see number tower number adjacent side right picture show Bob seeshelp Bob tell possible uniquely identify number face dice tower,brute force
you ve get rectangular parallelepipe integer edge length you know area face common vertex your task find sum length 12 edge parallelepipe,greedy
a graph call planar draw way edge intersect vertexesan articulation point vertex undirected graph remove increase number connect component graphA bridge edge undirected graph remove increase number connect component graphYouve got connect undirected planar graph consist n vertex number 1 n draw plane the graph bridge articulation point loop multiple edge you give q query each query cycle graph the query response number graph vertex draw graph cycle plane locate inside cycle write program give graph query answer query,greedy
a subsequence length x string ss1s2 ss s length string s string xsk1sk2 skx 1k1k2kxsYouve get string s t Lets consider subsequence stre s coincide string t Is true character string s occur subsequence in word true 1is subsequence xsk1sk2 skx string s xt j 1jx kji,greedy
to confuse opponent Galactic Empire represent fraction unusual format the fraction represent set integer the product number set give fraction numerator product number second set give fraction denominator however turn program work fraction representation are not complete lack support operation reduce fraction Implement operation Empire will not forget,dynamic programming
the Little Elephant array consist n positive integer index 1 n Lets denote number index aiThe Little Elephant want count pair integer l r 1lrn sequence ba1a2 alarar1 k inversion an inversion sequence b pair element sequence b change relative order stable sort sequence in word inversion pair integer j 1ijb bibj b length sequence b bj jth elementhelp Little Elephant count number describe pair,dynamic programming
the Little Elephant love play array he array consist n positive integer index 1 n Lets denote number index ai additionally Little Elephant m query array query characterise pair integer lj rj 1ljrjn for query ljrj Little Elephant count number x exist number x occur exactly x time number aljalj1arjhelp Little Elephant count answer query,dynamic programming
the country Treeland consist n city pair connect unidirectional road overall n1 road country we know do not direction road consideration city oneThe council elder recently decide choose capital Treeland of course city country the council suppose meet capital regularly capital city stage think get capital city for reason city choose capital road orient city city for road inversedhelp elder choose capital inverse minimum number road country,greedy
a colored stripe represent horizontal row n square cell cell pain k color your task repaint minimum number cell neighbouring cell color you use color 1 k repaint cell,greedy
a string call kstring represent k concatenated copy string for example stre aabaabaabaab time 1string 2string 4stre 3string 5string 6string obviously stre 1stringyou give string s consist lowercase English letter positive integer k your task reorder letter stre s way result string kstring,dynamic programming
Lolek Bolek travel abroad plane the local airport special choose your plane offer the offer condition follow passenger choose plane fly choose plane x x0 seat give moment ticket plane cost x zloty unit polish currency the ticket office airport queue n passenger Lolek Bolek stand queue wonder maximum minimum number zlotys airport administration earn n passenger buy ticket accord condition offerthe passenger buy ticket turn person queue go go second nth person,dynamic programming
Little Bolek find picture n mountain peak paint the n paint peak represent nonclosed polyline consist 2n segment the segment 2n1 point coordinate 1y1 2y2 2n1y2n1 ith segment connect point iyi point i1yi1 for 2i2n follow condition hold yi1yi yiyi1 we shall vertex polyline x coordinate mountain peak the figure leave show initial picture figure right show picture look like Boleks action the affected peak mark red k 2 Bolek fancy little mischief he choose exactly k mountain peak rub segment go peak increase peak height increase y coordinate corresponding point then paint miss segment new picture mountain peak let denote point new polyline pass Boleks new picture 1r1 2r2 2n1r2n1given bolek final picture restore initial,greedy
Professor Bajtocy conduct experiment alien dna he discover subject repetitive mutation mutation happen way continuous subsequence alien DNA active copy copy get mangle insert right original subsequence the mangle copy activate continuous subsequence form join element position subsequence join element odd one end that activate subsequence consist 11 element represent s1s2 s11 mangle copy s2s4s6s8s10s1s3s5s7s9s11For example original sequence ACTGG mutation happen segment 24 activate subsequence CTG mutate DNA ACTGTCGG the mangle copy activate subsequence mark bold fontProfessor Bajtocy write original dna sequence mutation sequentially happen ask recover k element dna sequence mutation,dynamic programming
Byteland trying send space mission BitX planet their task complicated fact orbit planet regularly patrol Captain Bitonix leader space force bitxthere n station BitX number clockwise 1 n the station evenly place circular orbit station number i1 1 in station number 1 n neighbor the distance pair adjacent station equal m space mile to patrol Captain Bitonix jump rocket station fly circle cover distance space mile finish start stationBitonix rocket move burn fuel tank after Bitonix attach xliter fuel tank choose direction clockwise counterclockwise rocket fly exactly x space mile circular orbit choose direction note rocket brake possible rocket stop deplete fuel tankFor example assume n3 m60 Bitonix fuel tank volume 10 60 90 100 liter if Bitonix start station 1 use 100liter fuel tank clockwise use 90liter fuel tank clockwise use 10liter fuel tank counterclockwise finish station 1 this constitute valid patrol Note Bitonix use available fuel tank another valid option Bitonix example simply use 60liter fuel tank fly station 2 3however n equal 3 m equal 60 fuel tank available Bitonix 10liter tank 100liter tank way complete valid patrol would not able finish patrol exactly stationThe Byteland space agency wants destroy Captain Bitonix fuel tank complete valid patrol find different subset tank agency destroy prevent Captain Bitonix complete patrol output answer modulo 1000000007 1097,greedy
you know Martians use number system base k Digit b 0bk consider lucky contact Martians Earthlings occur year b Martian chronologyA digital root dx number x number consist single digit result cascade sum digit number x word cascading mean sum give number consist digit sum digits digit numberFor example d35047d35047d157d157d6767 in sample calculation perform 7base notationif number digital root equal b Martians number luckyyou string s consist n digits kbase notation system your task find distinct substring give stre lucky number lead zero permit numbersnote substre si j string sa1a2 1ijn string aiai1 aj two substring si1 j1 si2 j2 string s different i1i2 j1j2,greedy
Paw Spider making web webmake real art Paw learn life Lets consider structure web there n main thread go center web all main thread locate plane divide n equal infinite sector the sector index 1 n clockwise direction Sectors i1 adjacent 1 in in addition sector 1 n adjacentsome sector bridge thread each bridge connect main thread sector the point bridge attach main thread call attachment point both attachment point bridge distance center web at attachment point exactly bridge attach the bridge adjacent sector bridge thema cell web trapezoid locate sector bound main thread adjacent bridge you side cell attachment point bridge adjacent sector if number attachment point cell equal number attachment point create imbalance pull force cell eventually destroy entire web well cell unstable the perfect web contain unstable cellsunstable cell mark red figure stable cell mark greenPaw spider is not skillful webmaker learn perfect webs help Paw determine number unstable cell web spin,dynamic programming
several age ago Berland kingdom the King Berland adore math that s visit palace pay attention floor hall the floor tile hexagonal tilesthe hall turn hexagonal shape the King walk perimeter hall conclude side b c b c adjacent tile correspondinglyTo well visualize situation look picture show similar hexagon a2 b3 c4 according legend King Berland obtain value b c immediately calculate total number tile hall floor can,greedy
a nonempty string s call binary consist character 0 1 Lets number character binary string s 1 string length let denote ith character string s sibinary string s length n periodical integer 1kn k divisor number n 1ink follow condition fulfill sisik for example binary string 101010 11 periodical 10 10010 nota positive integer x periodical binary representation lead zeroes periodic stringYour task calculate periodic number interval l r end include,greedy
the World Programming Olympics medal metal disk consist part ring outer radius r1 cm inner radius r2 cm 0r2r1 metal density p1 gcm3 the second inner disk radius r2 cm metal density p2 gcm3 the disk nest inside ringthe olympic jury decide r1 possible value x1x2xn it jury decide particular value r1 similarly olympic jury decide p1 possible value y1y2ym p2 value list z1z2zkaccorde ancient tradition ratio outer ring mass mout inner disk mass min equal AB constant take ancient book now start make medal jury need value r1 p1 p2 calculate suitable value r2the jury want choose value maximize radius r2 help jury find seek value r2 Value r2 do not integermedal uniform thickness area thickness inner disk thickness outer ring,dynamic programming
rubik keen number permutation a permutation length n sequence consist n different number 1 n element number 1 in permutation denote aiFurik decide present Rubik come new problem permutation Furik tell Rubik number permutation permutation length n permutation b length m Rubik answer problem distinct integer d exist sequence c c1a1dc2a2dcnand length n subsequence bsequence subsequence sequence b index i1i2 in 1i1i2inm a1bi1 a2bi2 anbin n length sequence m length sequence b you give permutation b help Rubik solve give problem,greedy
Furik Rubik relay race the race set large square n meter the give square split nn cell represent unit squares cell numberAt beginning race Furik stand cell coordinate 11 Rubik stand cell coordinate nn Right start Furik run Rubik Furik stand cell coordinate ij cell i1j ij1 after Furik reach Rubik Rubik start run cell coordinate nn cell coordinate 11 if Rubik stand cell ij cell i1j ij1 neither Furik Rubik allow boundary field player go boundary disqualify to win race Furik Rubik earn point possible the number point sum number cell Furik Rubik visit each cell count sumprint maximum number point Furik Rubik earn relay race,greedy
Furik love write sort problem especially can not solve you ve get problem Furik give Rubik and Rubik ask solve itThere integer n array consist integer index number 0 9 your task count number positive integer follow property number length exceed n number do not lead zeroes digit 0i9 occur number ai time,dynamic programming
well string sabsasa1 sb 1abs substre string ss1s2 ss s length string sThe trace nonempty string t set character string consist for example trace string aab equal bLets consider arbitrary string s set substring trace equal c we denote number substring set maximal inclusion rcs substre sab length nba1 belong set call maximal inclusion substre sxy set length great n 1xabys two substring string s consider different equal locate different position sPolycarpus got challenge practical task stringology exam he follow give string s nonempty set character C1 C2 Cm find rCis set Ci Help Polycarpus solve problem do not want expel university army,greedy
there develop network flight Berland Beerland all belong Berland state company BerAvia each flight connect Berland city Beerland city for flight airplane fly directionschange come Berland state decide privatize BerAvia sell flight t private company each company want maximal number flight Berland flight sell unevenly Berland accuse partiality Berland Government decide sell flight evenly possible t companiesthe unevenness distribution flight company calculate follow for city Berland Beerland calculate value aij number flight city belong company j the sum wi city country call unevenness distribution the distribution minimal unevenness onehelp Berland government come distribution plan sell flight,brute force
Vasya go walk park the park n glade number 1 n there m trail glade the trail number 1 m ith trail connect glade xi yi the number connect glade xiyi mean trail connect glade also glade nonintersecte trail themVasya glade 1 want walk trail park exactly eventually return glade 1 unfortunately Vasya know walk possible help Vasya determine walk possible if walk impossible find minimum number trail authority need add park order describe walk possibleVasya shift trail glade he trail direction if Vasya start go trail connect glade b glade finish trail glade b,greedy
Flatland inhabit pixel color red green blue we know pixel different color meet violent fight survive fight total number pixel decrease besides pixel color x y xy meet violent fight pixel survive fight immediately change color z zxzy Pixels color friend do not fightthe King Flatland know land peaceful prosperous pixel color for color know number pixel color inhabit Flatland help king determine fight bring peace prosperity country possible find minimum number fight need land peaceful prosperous,greedy
Polycarpus play red blue marble he n marble leave right row as turn marble form zebroidA nonempty sequence red blue marble zebroid color marble sequence alternate for example sequence red blue red blue zebroids sequence red red zebroidNow Polycarpus wonder way pick zebroid subsequence sequence Help solve problem find number way modulo 1000000007 1097,greedy
Polycarpus got hold family relationship tree the tree describe family relationship n people number 1 n each person tree parentlet person 1ancestor person b parent bLets person kancestor k1 person b person b 1ancestor k1ancestor bs 1ancestor Family relationship do not form cycle find tree in word person ancestor directly indirectly xancestor x x0Lets people x y xy pth cousin p0 person z pancestor x pancestor yPolycarpus wonder counsin kind everybody he take piece paper write m pair integer vi pi Help calculate number pith cousin person vi pair vi pi,dynamic programming
the Berland road network consist n city m bidirectional road the city number 1 n main capital city number n culture capital number 1 the road network set possible reach city road move road direction take timeAll resident Berland lazy people want city v city u choose short path matter onethe Berland government want countrys road network safe for go police station city the police station strange property citizen Berland drive road police station end citizen drive carefully road consider safe the road end differ city police station dangerousNow government wonder police station average number safe road short path cultural capital main capital maximum value,greedy
a boy name Vasya wants play old russian solitaire call Accordion in solitaire player observe follow rule a deck n card carefully shuffle n card table line leave right before table pile card lie line initially n pile pile card Lets number pile leave right 1 x during player pile maximum number x rightmost remain pile x1 exist pile x3 exist the player pile pile card suit value please note pile x go pile y card pile x card result pile also note decrease total number pile 1 the solitaire consider complete card pile Vasya shuffle card table help understand complete solitaire possible,greedy
Vasya work DJ good Berland nightclub use dubstep music performance recently decide couple old song dubstep remixes themlets assume song consist number word to dubstep remix song Vasya insert certain number word WUB word song number zero word number zero word pair neighbouring word boy glue word include WUB string play song clubFor example song word I AM X transform dubstep remix WUBWUBIWUBAMWUBWUBX transform wubwubiamwubxrecently Petya hear Vasyas new dubstep track is not modern music decide find initial song Vasya remixe Help Petya restore original song,brute force
the Smart Beaver ABBYY come splendid problem ABBYY Cup participant this time Beaver invite contest participant check problem sort document subject Lets describe problemYouve got train set document for document know subject the subject problem integer 1 3 each number physical meaning for instance document subject 3 tradeyou download training set document follow link httpdownload4abbyycoma2x2rz2zwxbg5vywal61h76zqmtrainzip the archive contain directory name 1 2 3 Directory name 1 contain document 1st subject directory 2 contain document 2nd subject directory 3 contain document 3rd subject each document correspond exactly file directoryall document follow format line contain document identifier second line contain document subsequent line contain text document the document identifier instal problem convenient useful information participantsYou need write program indicate subject give document it guarantee document give input program correspond subject train set,dynamic programming
the Smart Beaver ABBYY come splendid problem ABBYY Cup participant this time Beaver invite contest participant check problem sort document subject Lets describe problemYouve got train set document for document know subject the subject problem integer 1 3 each number physical meaning for instance document subject 3 tradeyou download training set document follow link httpdownload4abbyycoma2x2rz2zwxbg5vywal61h76zqmtrainzip the archive contain directory name 1 2 3 Directory name 1 contain document 1st subject directory 2 contain document 2nd subject directory 3 contain document 3rd subject each document correspond exactly file directoryall document follow format line contain document identifier second line contain document subsequent line contain text document the document identifier instal problem convenient useful information participantsYou need write program indicate subject give document it guarantee document give input program correspond subject train set,dynamic programming
the Smart Beaver ABBYY come splendid problem ABBYY Cup participant this time Beaver invite contest participant check problem sort document subject Lets describe problemYouve got train set document for document know subject the subject problem integer 1 3 each number physical meaning for instance document subject 3 tradeyou download training set document follow link httpdownload4abbyycoma2x2rz2zwxbg5vywal61h76zqmtrainzip the archive contain directory name 1 2 3 Directory name 1 contain document 1st subject directory 2 contain document 2nd subject directory 3 contain document 3rd subject each document correspond exactly file directoryall document follow format line contain document identifier second line contain document subsequent line contain text document the document identifier instal problem convenient useful information participantsYou need write program indicate subject give document it guarantee document give input program correspond subject train set,greedy
the Smart Beaver ABBYY come new develop game child the Beaver think game help child understand programming betterthe main object game finite root tree edge contain lowercase english letter Vertices tree number sequentially 1 m m number vertex tree before describe actual game let introduce definitionswell assume sequence vertex number v1 v2 vk k1 forward path integer 1 k1 vertex vi direct ancestor vertex vi1 if sequentially write letter edge give path v1 vk string k1 give stre well string correspond forward path v1 v2 vkwell assume sequence tree vertex number v1 v2 vk k1 backward path integer 1 k1 vertex vi direct descendant vertex vi1 if sequentially write letter edge give path v1 vk string k1 give stre well string correspond backward path v1 v2 vkNow let describe game Smart Beaver ABBYY come the game use root tree initially consist vertex number 1 the player give sequence operation each operation characterize value t v c t number tree operation execute 1 2 v vertex index tree guarantee tree contain vertex index c lowercase english letter the actual operation follow vertex v tree t get new descendant number m1 m current number vertex tree t letter c new edge vertex v vertex m1Well order group integer j q good combination 1im1 m1 number vertice tree 1jqm2 m2 number vertice second tree exist forward path v1 v2 vk v1j vkq second tree string correspond forward path second tree vertex j vertex q equal string correspond backward path tree vertex vertex 1 note path determine uniquely your task calculate number exist good combination operation tree,greedy
the Smart Beaver ABBYY come new develop game child the Beaver think game help child understand programming betterthe main object game finite root tree edge contain lowercase english letter Vertices tree number sequentially 1 m m number vertex tree before describe actual game let introduce definitionswell assume sequence vertex number v1 v2 vk k1 forward path integer 1 k1 vertex vi direct ancestor vertex vi1 if sequentially write letter edge give path v1 vk string k1 give stre well string correspond forward path v1 v2 vkwell assume sequence tree vertex number v1 v2 vk k1 backward path integer 1 k1 vertex vi direct descendant vertex vi1 if sequentially write letter edge give path v1 vk string k1 give stre well string correspond backward path v1 v2 vkNow let describe game Smart Beaver ABBYY come the game use root tree initially consist vertex number 1 the player give sequence operation each operation characterize value t v c t number tree operation execute 1 2 v vertex index tree guarantee tree contain vertex index c lowercase english letter the actual operation follow vertex v tree t get new descendant number m1 m current number vertex tree t letter c new edge vertex v vertex m1Well order group integer j q good combination 1im1 m1 number vertice tree 1jqm2 m2 number vertice second tree exist forward path v1 v2 vk v1j vkq second tree string correspond forward path second tree vertex j vertex q equal string correspond backward path tree vertex vertex 1 note path determine uniquely your task calculate number exist good combination operation tree,greedy
the Smart Beaver ABBYY come new develop game child the Beaver think game help child understand programming betterthe main object game finite root tree edge contain lowercase english letter Vertices tree number sequentially 1 m m number vertex tree before describe actual game let introduce definitionswell assume sequence vertex number v1 v2 vk k1 forward path integer 1 k1 vertex vi direct ancestor vertex vi1 if sequentially write letter edge give path v1 vk string k1 give stre well string correspond forward path v1 v2 vkwell assume sequence tree vertex number v1 v2 vk k1 backward path integer 1 k1 vertex vi direct descendant vertex vi1 if sequentially write letter edge give path v1 vk string k1 give stre well string correspond backward path v1 v2 vkNow let describe game Smart Beaver ABBYY come the game use root tree initially consist vertex number 1 the player give sequence operation each operation characterize value t v c t number tree operation execute 1 2 v vertex index tree guarantee tree contain vertex index c lowercase english letter the actual operation follow vertex v tree t get new descendant number m1 m current number vertex tree t letter c new edge vertex v vertex m1Well order group integer j q good combination 1im1 m1 number vertice tree 1jqm2 m2 number vertice second tree exist forward path v1 v2 vk v1j vkq second tree string correspond forward path second tree vertex j vertex q equal string correspond backward path tree vertex vertex 1 note path determine uniquely your task calculate number exist good combination operation tree,dynamic programming
the Smart Beaver ABBYY surprise he develop new calculate device call Beavers Calculator 10 it peculiar planned variety scientific problemsTo test Smart Beaver invite n scientist number 1 n the ith scientist bring ki calculate problem device develop Smart Beaver ABBYY the problem ith scientist number 1 ki calculate sequentially describe order calculate problem heavily depend result calculate previous onesEach problem n scientist describe integer aij 1 in number scientist j 1jki number problem aij number resource unit calculate device need solve problemthe calculate device develop Smart Beaver pretty unusual it solve problem sequentially after problem solve consider calculate device allocate free resourcesthe expensive operation calculate device freeing resource work slow allocate it desirable problem calculate device require resource previous oneyou give information problem scientist offer test you need arrange problem order number adjacent bad pair problem list minimum possible we consecutive problem list bad pair problem perform require resource go do forget problem scientist solve fix order,greedy
the Smart Beaver ABBYY surprise he develop new calculate device call Beavers Calculator 10 it peculiar planned variety scientific problemsTo test Smart Beaver invite n scientist number 1 n the ith scientist bring ki calculate problem device develop Smart Beaver ABBYY the problem ith scientist number 1 ki calculate sequentially describe order calculate problem heavily depend result calculate previous onesEach problem n scientist describe integer aij 1 in number scientist j 1jki number problem aij number resource unit calculate device need solve problemthe calculate device develop Smart Beaver pretty unusual it solve problem sequentially after problem solve consider calculate device allocate free resourcesthe expensive operation calculate device freeing resource work slow allocate it desirable problem calculate device require resource previous oneyou give information problem scientist offer test you need arrange problem order number adjacent bad pair problem list minimum possible we consecutive problem list bad pair problem perform require resource go do forget problem scientist solve fix order,dynamic programming
the Little Elephant love sortingsHe array consist n integer Lets number array element 1 n ith element denote ai the Little Elephant choose arbitrary pair integer l r 1lrn increase ai 1 lirhelp Little Elephant find minimum number move need convert array arbitrary array sort nondecrease order Array consist n element sort nondecrease order 1 in aiai1 hold,dynamic programming
the Little Elephant find ragged old blackandwhite string s atticthe character stre s number leave right 1 s s length string Lets denote ith character string s si as stre blackandwhite character string letter b letter W unfortunately stre old character damage the damage position denote XThe Little Elephant determine restore string hang wall for need replace character x b W the string look good wall beautiful the Little Elephant consider stre beautiful nonintersecte substring give length k leave fully consist character b right fully consist character W more formally integer abcd 1abcdsba1dc1k si B aib sj w cjd help Little Elephant find number different beautiful string obtain stre s two string consider different position character string differ corresponding character second string if string do not contain character x beautiful answer 1as answer large print modulo 1000000007 1097,greedy
Little Elephant love Furik Rubik meet small city KremenchugThe Little Elephant string equal length b consist uppercase english letter the Little Elephant select pair substring equal length string second string b the choice equiprobable possible pair Lets denote substring x substre b y the Little Elephant give string x Furik string y RubikLets assume fxy number position 1ix xiyi x length line x y xi yi ith characters string x y correspondingly help Furik Rubik find expect value fxy,greedy
the Little Elephant love play color cardsHe n card exactly color color color initially card lie table in Little Elephant turn card the Little Elephant think set card table funny half card color card color upper consideredhelp Little Elephant find minimum number move need set n card funny,greedy
Valera come Japan buy robot research he s airport plane fly soon Valera urgently need bring robot luggage compartmentThe robot selfpropelle potentially compartment carry robot more precisely ith robot know value ci number robot carry in case ci transport robot additionally carry robotshowever robot need fill fuel Valera spend money buy S liter fuel he learn robot restriction travel distance thus addition feature ci ith robot feature fi li fuel liter need ith robot maximum distance robot godue limited time fuel Valera want maximum number robot luggage compartment he operate follow First Valera select robot travel luggage compartment in case total fuel require robot exceed S then Valera seat robot compartment transport robot possible note robot do not move robot move directly indirectly move robot after select seat robot Valera luggage compartment rest robot lose there d meter luggage compartment Therefore robot carry rest feature li d during move Valera stop change location robot wayhelp Valera calculate maximum number robot able home minimum fuel spend remain fuel come handy Valeras research,brute force
when Valera play football stadium suddenly begin rain Valera hide corridor grandstand wet however desire play great decide train hit ball right corridor Valera go far ball hit the ball bounce wall ceiling floor corridor finally hit exit door as ball wet leave spot door now Valera want know coordinate spotlet describe event formally the ball consider point space the door corridor consider rectangle locate plane xoz low leave corner door locate point 000 upper right corner locate point a0b the corridor consider rectangular parallelepipe infinite direction increase coordinate y in corridor floor consider plane xOy ceiling plane parallel xoy pass point a0b we assume wall plane yOz wall plane parallel yoz pass point a0bwell ball hit door coordinate y equal 0 thus coordinate spot point x00z0 0x0a0z0b to hit ball Valera step away door distance m put ball center corridor point after hit ball fly speed vxvyvz this mean ball coordinate xyz second coordinate xvxyvyzvzsee image note clarificationwhen ball collide ceiling floor wall corridor bounces accordance law reflection angle incidence equal angle reflection in problem consider ideal physical model assume air resistance friction force loss energy,brute force
valeras lifelong ambition photographer buy new camera every day get client ask photo day Valera need program determine maximum number people serveThe camera memory d megabyte Valeras camera photo high low quality one low quality photo take megabytes memory high quality photo b megabyte memory for unknown reason client ask low quality photo high quality photo more formally ith client ask xi low quality photo yi high quality photosvalera wants serve client day possible provide pleased work to ith client Valera need want xi low quality photo yi high quality photo to low quality photo camera megabyte free memory space similarly high quality photo camera b megabytes free memory space Initially camera memory Valera delete photo camera camera memory gradually fill upcalculate maximum number client Valera successfully serve print number client,greedy
a widely know people belarusian sport programmer Lesha decide money buy square meter large flat to want carry Super Rated Match SRM site Torcodercom but there s problem severe torcoder coordinator Ivan accept Leshas problem call offensive word dupe duplicate and day nearely quarrel problem Ivan would not acceptyou invite act fair judge determine problem brand new Ivan right problem bear resemblance previous SRMsYou give description Leshas problem Torcodercom archive problem the description problem sequence word besides guarantee Leshas problem repeat word description archive problem contain number repeat wordsThe similarity Leshas problem archive problem find follow among permutation word Leshas problem choose occur archive problem subsequence if multiple permutation choose small number inversion then similarity problem write n number word Leshas problem x number inversion choose permutation note similarity p positive integerthe problem call brand new single problem Ivans archive contain permutation word Leshas problem subsequencehelp boy determine propose problem new specify problem archive resemble Leshas problem,greedy
this problem actual lexicographically large Palindromic Subsequence long fit page headlineyou give string s consist lowercase english letter find lexicographically large palindromic subsequencewell nonempty string sp1p2 pk sp1sp2 spk 1 p1p2pk s subsequence string s s1s2 ss s length string s for example string abcb b abacaba subsequence string abacabaString x x1x2 xx lexicographically large string y y1y2 yy x y x1y1 x2y2 xyyy exist number r rx ry x1y1 x2y2 xryr xr1yr1 Characters string compare accord ascii code for example string ranger lexicographically large string racecar string poster lexicographically large string poststre s s1s2 ss palindrome match string revs ssss1 s1 in word stre palindrome read way leave right right leave for example palindromic string racecar refer z,dynamic programming
